uniqueId,date,name,school,type,rating,tuition_fee,acceptance_rate
134290184620160,2022-09-18,CS6332,Caltech,Stem,1,,86.02
134290184631920,2022-11-05,CS4382,Caltech,Stem,4,18113,66.42
134290184621408,2022-08-20,MAN4382,Yale,non-Stem,1,,74.85
134290184621360,,LAW302,Wharton,non-Stem,1,24846,95.27
134290184623760,2022-08-21,MAN4382,Yale,non-Stem,2,21824,83.18
134290184625104,2022-12-14,CS4382,Caltech,Stem,,26750,65.81
134290184621120,2022-12-27,LAW342,Wharton,non-Stem,3,23673,60.8
134290184619152,2022-07-20,LAW302,Wharton,non-Stem,2,24964,69.03
134290184619104,2022-12-07,CS6332,Caltech,Stem,1,20786,71.17
134290184619056,2022-11-15,CS6332,Caltech,Stem,1,22704,87.52
134290184619008,2022-10-01,CS6382,Caltech,Stem,,20756,82.36
134290184625248,2022-09-07,LAW302,Wharton,non-Stem,1,17126,87.02
134290184624960,2022-11-24,CS6332,Caltech,Stem,1,,96.03
134290184625008,2022-09-21,CS6332,Caltech,Stem,1,22127,88.15
134290184625056,2022-10-31,LAW302,Wharton,non-Stem,2,25516,70.67
134290184623184,2022-08-25,MAN6332,Yale,non-Stem,4,23602,68.18
134290184626976,2022-10-05,LAW302,Wharton,non-Stem,1,20108,78.22
134290184619392,2022-11-26,LAW102,Wharton,non-Stem,4,25815,85.48
134290184631824,2022-09-16,CS4382,Caltech,Stem,3,17245,91.32
134290184621456,2022-10-02,LAW102,Wharton,non-Stem,1,20037,
134290184618672,2022-09-24,LAW342,Wharton,non-Stem,3,18671,85.12
134290184625968,2022-12-22,MAN6382,Yale,non-Stem,2,28196,60.28
134290184626016,2022-11-29,MAN6382,Yale,non-Stem,3,21183,70.27
134290184628464,2022-12-23,MAN4382,Yale,non-Stem,1,23583,86.73
134290184626208,2022-10-25,MAN6332,Yale,non-Stem,1,26741,94.53
134290184618480,2022-12-12,MAN4382,Yale,non-Stem,3,19764,94.63
134290184618528,2022-07-23,CS4382,Caltech,Stem,2,26274,84.24
134290184623712,2022-09-27,LAW342,Wharton,non-Stem,3,28539,85.46
134290184625344,2022-07-08,MAN6332,Yale,non-Stem,1,23576,78.44
134290184629760,2022-06-14,CS6382,Caltech,Stem,2,21814,72.14
134290184622944,2022-10-12,CS4382,Caltech,Stem,1,23531,69.74
134290184631776,2022-05-25,MAN6332,Yale,non-Stem,2,22514,69.77
134290184620064,2022-08-01,MAN4382,Yale,non-Stem,1,21821,66.87
134290184619632,2022-09-20,CS6332,Caltech,Stem,1,16916,74.18
134290184619776,2022-05-28,MAN4382,Yale,non-Stem,2,27211,82.09
134290184620112,2022-12-13,MAN6332,Yale,non-Stem,2,28052,86.02
134290184631152,2022-12-08,CS4382,Caltech,Stem,2,21426,70.8
134290184622992,2022-09-17,MAN4382,Yale,non-Stem,3,18583,88.4
134290184619440,2022-12-30,CS6382,Caltech,Stem,2,24049,85.29
134290184631296,2022-04-16,MAN4382,Yale,non-Stem,3,15261,78.45
134290184620736,2022-10-16,LAW302,Wharton,non-Stem,2,20109,78.25
134290184619200,2022-12-01,LAW102,Wharton,non-Stem,2,17318,81.64
134290184628416,,CS6332,Caltech,Stem,1,21886,91.9
134290184629952,2022-07-15,CS6332,Caltech,Stem,3,,81.53
134290184623808,2022-07-20,MAN6382,Yale,non-Stem,1,17161,75.18
134290184623856,2022-12-30,MAN4382,Yale,non-Stem,1,28443,95.23
134290184618576,2022-11-22,CS4382,Caltech,Stem,3,23440,81.57
134290184631008,2022-09-16,MAN6382,Yale,non-Stem,4,21794,97.18
134290184620592,2022-09-24,MAN6382,Yale,non-Stem,1,17494,64.76
134290184624720,2022-12-19,CS4382,Caltech,Stem,3,23132,84.64
134290184624768,2022-10-27,MAN6382,Yale,non-Stem,3,22128,78.28
134290184624816,2022-10-28,LAW342,Wharton,non-Stem,2,21277,65.64
134290184624624,2022-12-17,CS6332,Caltech,Stem,1,23202,82.1
134290184624528,2022-09-27,CS4382,Caltech,Stem,2,27344,81.57
134290184624480,2022-12-16,LAW302,Wharton,non-Stem,1,19968,81.23
134290184633456,2022-12-10,CS6382,Caltech,Stem,2,23100,60.61
134290184624672,2022-12-14,MAN4382,Yale,non-Stem,,23014,68.12
134290184624576,2022-04-15,CS6332,Caltech,Stem,,25745,82.26
134290184632736,2022-10-26,MAN6382,Yale,non-Stem,3,23227,63.44
134290184624096,2022-10-28,LAW302,Wharton,non-Stem,2,26168,86.35
134290184624336,2022-05-08,LAW102,Wharton,non-Stem,3,21371,84.4
134290184632640,2022-09-01,MAN4382,Yale,non-Stem,1,24673,63.83
134290184624384,,LAW302,Wharton,non-Stem,,28325,88.18
134290184632064,2022-04-09,LAW342,Wharton,non-Stem,3,,77.74
134290184632688,2022-06-04,LAW102,Wharton,non-Stem,2,21370,74.92
134290184632976,2022-12-24,MAN6332,Yale,non-Stem,3,23948,87.41
134290184632784,2022-09-29,MAN6332,Yale,non-Stem,2,23596,89.93
134290184633024,2022-11-29,MAN6332,Yale,non-Stem,3,22875,78.35
134290184632880,2022-04-20,CS4382,Caltech,Stem,4,,75.06
134290184633936,,MAN6382,Yale,non-Stem,1,19019,90.07
134290184633984,,LAW302,Wharton,non-Stem,2,26724,81.84
134290184633792,2022-07-21,CS6382,Caltech,Stem,1,21011,69.77
134290184620688,2022-08-14,CS6332,Caltech,Stem,2,19352,90.88
134290184629088,2022-11-03,MAN6332,Yale,non-Stem,2,22346,60.75
134290184633648,2022-10-11,CS6382,Caltech,Stem,2,17093,84.71
134290184634224,2022-12-22,MAN6332,Yale,non-Stem,1,22940,72.64
134290184634320,2022-08-21,LAW342,Wharton,non-Stem,3,18638,85.36
134290184634176,2022-10-01,LAW302,Wharton,non-Stem,2,17015,73.37
134290184633552,2022-04-21,CS6382,Caltech,Stem,2,19229,68.5
134290184634272,2022-12-15,LAW342,Wharton,non-Stem,2,21454,75.58
134290184634080,2022-04-28,LAW302,Wharton,non-Stem,1,24277,76.99
134290184634128,2022-11-13,LAW342,Wharton,non-Stem,1,23844,92.59
134290184627408,2022-03-21,MAN6382,Yale,non-Stem,1,24176,80.14
134290184624864,,LAW342,Wharton,non-Stem,2,21619,95.73
134290184618912,2022-10-25,MAN6382,Yale,non-Stem,1,25000,75.53
134290184628992,2022-12-14,MAN6382,Yale,non-Stem,3,23001,69.77
134290184625680,2022-09-12,LAW302,Wharton,non-Stem,3,17330,64.55
134290184623424,2022-09-15,CS4382,Caltech,Stem,2,24168,73.71
134290184623376,2022-11-29,MAN6382,Yale,non-Stem,2,19985,95.81
134290184623328,2022-11-22,LAW342,Wharton,non-Stem,2,16577,98.86
134290184623280,2022-08-22,MAN6332,Yale,non-Stem,2,21828,76.86
134290184623616,2022-06-13,CS6382,Caltech,Stem,1,17052,66.96
134290184623568,2022-12-22,LAW102,Wharton,non-Stem,2,21635,
134290184623520,2022-10-23,CS4382,Caltech,Stem,3,24031,81.09
134290184623472,2022-11-30,MAN6382,Yale,non-Stem,2,18446,67.68
134290184623232,2022-08-07,CS6332,Caltech,Stem,2,24017,82.02
134290184625296,2022-10-31,LAW302,Wharton,non-Stem,2,25476,
134290184624912,2022-06-13,MAN4382,Yale,non-Stem,3,27170,
134290184625488,2022-08-28,MAN6332,Yale,non-Stem,2,19375,82.82
134290184622272,2022-10-16,CS6382,Caltech,Stem,3,20838,78.35
134290184621936,2022-09-02,MAN4382,Yale,non-Stem,2,27888,79.15
134290184622080,2022-10-28,LAW342,Wharton,non-Stem,2,22241,75.44
134290184622848,2022-06-30,CS6332,Caltech,Stem,1,28255,
134290184621024,2022-02-12,CS6332,Caltech,Stem,3,27347,64.1
134290184622320,2022-10-27,MAN6332,Yale,non-Stem,2,21837,82.61
134290184620976,2022-08-28,MAN4382,Yale,non-Stem,2,24952,86.09
134290184620880,2022-05-23,CS6332,Caltech,Stem,2,17702,96.91
134290184620256,2022-06-30,LAW342,Wharton,non-Stem,1,27946,88.67
134290184626880,2022-09-12,LAW342,Wharton,non-Stem,,20136,60.35
134290184620640,2022-12-10,MAN6382,Yale,non-Stem,1,24493,74.47
134290184620544,2022-04-09,LAW102,Wharton,non-Stem,,21810,77.89
134290184630048,2022-07-17,LAW102,Wharton,non-Stem,2,,81.44
134290184621264,,LAW302,Wharton,non-Stem,1,20425,72.54
134290184623952,2022-12-06,CS6332,Caltech,Stem,3,19545,70.59
134290184633408,2022-07-18,LAW302,Wharton,non-Stem,3,24627,93.42
134290184624432,2022-10-26,CS6382,Caltech,Stem,3,16072,60.63
134290184633312,2022-11-03,LAW302,Wharton,non-Stem,,,75.55
134290184629904,2022-11-10,MAN6332,Yale,non-Stem,2,25605,94.81
134290184633264,2022-11-10,CS6382,Caltech,Stem,2,21091,73.38
134290184633072,2022-11-22,LAW302,Wharton,non-Stem,2,21361,77.14
134290184633120,2022-09-26,CS6382,Caltech,Stem,3,18364,77.98
134290184633360,2022-07-19,LAW342,Wharton,non-Stem,1,,92.44
134290184620352,2022-09-10,MAN6332,Yale,non-Stem,3,21919,82.18
134290184633216,,CS4382,Caltech,Stem,4,28207,85.56
134290184632832,2022-12-14,MAN4382,Yale,non-Stem,1,22675,79.95
134290184633600,2022-12-01,LAW342,Wharton,non-Stem,2,24418,83.44
134290184618336,2022-04-06,MAN6382,Yale,non-Stem,,20243,
134290184633168,2022-06-29,MAN6382,Yale,non-Stem,1,26255,89.68
134290184619584,,LAW342,Wharton,non-Stem,4,22167,90.31
134290184632208,2022-12-10,CS6332,Caltech,Stem,,21945,87.17
134290184632496,2022-11-29,LAW102,Wharton,non-Stem,2,28895,80.0
134290184632928,2022-12-19,LAW302,Wharton,non-Stem,3,24793,95.51
134290184633504,2022-05-31,LAW302,Wharton,non-Stem,2,21413,89.75
134290184633696,2023-01-01,CS6332,Caltech,Stem,2,26772,78.97
134290184634032,,LAW342,Wharton,non-Stem,2,19841,81.9
134290184633840,2022-05-19,LAW302,Wharton,non-Stem,2,18025,79.88
134290184633744,2022-03-20,CS4382,Caltech,Stem,3,21458,93.21
134290184633888,2022-06-12,MAN4382,Yale,non-Stem,2,24453,69.44
134290184626640,2022-12-31,CS6332,Caltech,Stem,1,26669,75.82
134290184628656,2022-03-17,CS6332,Caltech,Stem,3,23027,78.94
134290184626544,2022-09-10,MAN4382,Yale,non-Stem,2,28035,84.26
134290184631872,2022-12-16,CS6332,Caltech,Stem,2,24018,94.0
134290184631728,2022-05-17,MAN6332,Yale,non-Stem,1,23646,63.7
134290184622032,2022-12-25,MAN6332,Yale,non-Stem,3,20871,71.75
134290184626304,2022-08-24,MAN6332,Yale,non-Stem,2,23335,97.23
134290184628512,2022-10-27,LAW302,Wharton,non-Stem,2,19915,87.9
134289279189536,2022-07-03,CS4382,Caltech,Stem,2,29069,91.52
134289279205232,2022-07-27,CS6332,Caltech,Stem,,24116,92.3
134289279202784,2022-08-02,LAW302,Wharton,non-Stem,2,,79.2
134289279191600,2022-07-29,LAW302,Wharton,non-Stem,1,21778,66.46
134289279194432,2022-12-03,CS6382,Caltech,Stem,3,25954,62.95
134289279195632,2022-10-09,MAN6382,Yale,non-Stem,2,,87.33
134289279197216,2022-07-03,LAW302,Wharton,non-Stem,3,27641,96.85
134289279194384,2022-12-13,LAW102,Wharton,non-Stem,3,28229,82.33
134289279203360,2022-09-25,MAN6382,Yale,non-Stem,2,20565,75.31
134289279194576,2022-11-19,LAW102,Wharton,non-Stem,2,27424,92.35
134289279204560,2022-06-24,LAW342,Wharton,non-Stem,2,25556,79.35
134289279195824,2022-12-17,LAW302,Wharton,non-Stem,2,22987,79.16
134289279196160,2022-11-20,CS6382,Caltech,Stem,3,22931,87.27
134289279200432,2022-10-23,LAW302,Wharton,non-Stem,2,24428,75.81
134289279198512,2022-12-09,MAN6382,Yale,non-Stem,1,21989,69.58
134289279192896,2022-11-05,MAN6382,Yale,non-Stem,1,20272,74.55
134289279189920,2022-10-11,LAW342,Wharton,non-Stem,1,28901,89.33
134289279197168,2022-06-11,LAW102,Wharton,non-Stem,1,26138,68.54
134289279202160,2022-08-01,LAW302,Wharton,non-Stem,1,22891,82.94
134289279194672,2022-09-03,LAW302,Wharton,non-Stem,1,19263,80.98
134289279189200,2022-11-13,CS4382,Caltech,Stem,3,24950,79.13
134289279190352,2022-11-11,MAN6332,Yale,non-Stem,2,25164,74.51
134289279201344,2022-06-12,MAN6382,Yale,non-Stem,2,18425,80.43
134289279200480,2022-01-31,LAW102,Wharton,non-Stem,4,23863,93.49
134289279191936,2022-12-15,CS6332,Caltech,Stem,2,24878,85.96
134289279193472,2022-11-18,MAN6382,Yale,non-Stem,1,25783,79.39
134289279190688,2022-12-29,MAN6382,Yale,non-Stem,1,24112,77.94
134289279193808,2022-07-23,LAW302,Wharton,non-Stem,2,21779,87.04
134289279200864,2022-11-30,CS6382,Caltech,Stem,,22170,81.98
134289279193616,2022-07-20,MAN4382,Yale,non-Stem,2,15743,66.41
134289279195584,2022-11-13,MAN6332,Yale,non-Stem,,21405,71.66
134289279191984,2022-11-06,MAN4382,Yale,non-Stem,1,,74.83
134289279192368,2022-08-16,CS4382,Caltech,Stem,1,19783,68.18
134289279189440,2022-12-03,MAN4382,Yale,non-Stem,3,29471,95.33
134289279204848,2022-06-05,CS6332,Caltech,Stem,1,19565,75.11
134289279201632,2022-12-07,CS4382,Caltech,Stem,4,26338,93.12
134289279200816,,MAN4382,Yale,non-Stem,1,18882,93.31
134289279194480,2022-08-24,MAN6382,Yale,non-Stem,2,22565,82.4
134289279194288,2022-11-24,LAW342,Wharton,non-Stem,2,25039,61.74
134289279194336,2022-12-16,MAN4382,Yale,non-Stem,1,22729,87.63
134289279197840,2022-08-25,LAW342,Wharton,non-Stem,3,27056,99.33
134289279201008,2022-08-14,MAN4382,Yale,non-Stem,3,26519,
134289279197408,2022-11-19,LAW102,Wharton,non-Stem,2,15525,69.59
134289279198896,2022-10-29,CS6332,Caltech,Stem,2,23915,81.28
134289279200192,2022-08-27,LAW102,Wharton,non-Stem,,24123,61.59
134289279197024,2022-10-28,CS6332,Caltech,Stem,,23055,82.22
134289279199712,2022-12-30,MAN6332,Yale,non-Stem,2,18722,76.0
134289279191312,2022-09-05,LAW102,Wharton,non-Stem,2,22903,84.79
134289279204512,2022-07-30,MAN4382,Yale,non-Stem,1,23202,91.71
134289279191504,2022-12-23,LAW302,Wharton,non-Stem,2,,63.48
134289279190256,2022-10-31,CS6382,Caltech,Stem,3,17667,88.87
134289279198704,2022-12-24,MAN6332,Yale,non-Stem,2,21431,76.31
134289279200288,2022-12-28,CS6332,Caltech,Stem,1,25516,78.88
134289279190592,,CS4382,Caltech,Stem,2,25242,79.69
134289279193328,2022-11-27,MAN6382,Yale,non-Stem,2,15268,73.47
134289279193232,2022-09-05,MAN4382,Yale,non-Stem,2,24174,93.2
134289279191552,2022-08-23,MAN6382,Yale,non-Stem,2,20984,73.72
134289279189104,2022-11-07,CS4382,Caltech,Stem,2,22010,64.86
134289279197264,2022-09-06,CS6332,Caltech,Stem,,21057,98.6
134289279195440,2022-09-07,LAW302,Wharton,non-Stem,1,27041,72.82
134289279204416,2022-03-21,LAW342,Wharton,non-Stem,1,18940,93.89
134289279189056,2022-12-21,CS4382,Caltech,Stem,3,22102,85.22
134289279193712,2022-12-12,CS6332,Caltech,Stem,3,27042,76.24
134289279190640,2022-10-14,MAN6332,Yale,non-Stem,3,26003,62.76
134289279192176,2022-10-24,CS4382,Caltech,Stem,3,16770,76.21
134289279196544,2022-12-12,LAW102,Wharton,non-Stem,1,23325,73.11
134289279194192,2022-09-22,LAW302,Wharton,non-Stem,3,16058,82.7
134289279203936,2022-11-02,CS4382,Caltech,Stem,2,21124,81.65
134289279189824,2022-10-17,CS6382,Caltech,Stem,1,21224,82.61
134289279197984,2022-12-06,LAW342,Wharton,non-Stem,1,19858,79.26
134289279197360,2022-11-11,LAW342,Wharton,non-Stem,,24046,73.37
134289279199328,2022-10-20,LAW102,Wharton,non-Stem,2,25394,80.85
134289279197696,2022-06-16,LAW342,Wharton,non-Stem,3,21839,72.1
134289279193136,2022-10-01,MAN6382,Yale,non-Stem,2,19306,80.28
134289279204608,2022-12-15,MAN6332,Yale,non-Stem,2,29083,67.06
134289279205280,2022-08-18,LAW302,Wharton,non-Stem,3,25186,84.93
134289279191744,2022-12-28,LAW302,Wharton,non-Stem,2,29924,79.86
134289279201920,2022-12-29,MAN4382,Yale,non-Stem,1,26201,73.17
134289279197600,2022-12-19,CS6332,Caltech,Stem,,19975,85.32
134289279189392,2022-08-28,MAN6332,Yale,non-Stem,1,22690,76.35
134289279196112,2022-11-20,CS4382,Caltech,Stem,2,18676,79.0
134289279191024,2022-09-26,CS6382,Caltech,Stem,2,18091,70.68
134289279196784,2022-12-27,LAW342,Wharton,non-Stem,1,,
134289279199184,2022-11-25,MAN4382,Yale,non-Stem,2,19547,73.26
134289279194816,2022-08-24,MAN6382,Yale,non-Stem,2,20733,77.22
134289279191072,2022-12-14,CS4382,Caltech,Stem,2,24026,93.28
134289279189872,2022-11-20,LAW302,Wharton,non-Stem,4,21593,90.35
134289279196256,2023-01-01,CS6382,Caltech,Stem,2,18415,90.05
134289279189584,2022-07-18,LAW302,Wharton,non-Stem,3,23574,84.64
134289279196400,2022-07-17,MAN6332,Yale,non-Stem,4,23326,70.57
134289279202880,2022-11-18,LAW302,Wharton,non-Stem,4,24409,98.16
134289279189344,2022-12-27,MAN4382,Yale,non-Stem,2,26318,76.76
134289279198800,2022-11-10,CS6332,Caltech,Stem,2,,88.19
134289279198848,2022-12-08,LAW102,Wharton,non-Stem,1,25240,96.29
134289279202640,2022-12-18,MAN4382,Yale,non-Stem,3,23518,66.2
134289279190064,2022-10-13,CS4382,Caltech,Stem,3,20683,97.64
134289279203168,2022-06-03,MAN4382,Yale,non-Stem,4,,62.39
134289279197456,2022-12-05,CS4382,Caltech,Stem,2,24229,61.9
134289279189728,2022-12-23,MAN6382,Yale,non-Stem,2,26937,91.7
134289279200912,,CS6332,Caltech,Stem,4,25528,67.23
134289279205088,2022-12-16,CS6382,Caltech,Stem,2,24652,90.33
134289279199376,2022-12-13,CS6382,Caltech,Stem,4,29120,82.99
134289279198752,2022-06-12,LAW102,Wharton,non-Stem,3,,62.22
134289279189776,2022-06-22,LAW102,Wharton,non-Stem,1,23353,
134289279200144,2022-12-05,MAN6332,Yale,non-Stem,3,22067,83.44
134289279192608,2022-11-23,MAN6382,Yale,non-Stem,2,27156,77.53
134289279202016,2022-10-26,LAW342,Wharton,non-Stem,2,27346,77.02
134289279202448,2022-09-08,MAN6332,Yale,non-Stem,3,21962,81.96
134289279189488,2022-11-28,MAN6332,Yale,non-Stem,2,21075,89.27
134289279202928,2022-12-01,LAW302,Wharton,non-Stem,1,25262,74.73
134289279199952,2022-10-28,MAN4382,Yale,non-Stem,2,21391,76.11
134289279196592,2022-12-21,MAN6382,Yale,non-Stem,2,21541,89.53
134289279191840,2022-12-22,CS6332,Caltech,Stem,3,25692,83.82
134289279192032,2022-10-24,CS6382,Caltech,Stem,1,29291,95.62
134289279198608,2022-05-11,MAN4382,Yale,non-Stem,3,22346,66.15
134289279197648,2022-08-04,LAW302,Wharton,non-Stem,2,24288,69.4
134289279199280,2022-11-20,MAN6332,Yale,non-Stem,2,,99.39
134289279193952,2022-07-02,MAN6332,Yale,non-Stem,2,24629,84.59
134289279193856,2022-11-14,LAW102,Wharton,non-Stem,2,26007,93.75
134289279193760,2022-11-21,MAN4382,Yale,non-Stem,2,21157,82.34
134289279194000,2022-03-14,LAW302,Wharton,non-Stem,1,17216,85.19
134289279199424,2022-12-16,CS4382,Caltech,Stem,2,22267,90.12
134289279200528,2022-10-03,CS6332,Caltech,Stem,,20383,61.12
134289279204800,2022-11-07,MAN4382,Yale,non-Stem,2,25044,69.19
134289279205040,2022-11-11,LAW102,Wharton,non-Stem,2,16098,64.54
134289279201200,2022-12-23,LAW102,Wharton,non-Stem,2,26449,60.87
134289279196496,2022-11-12,LAW302,Wharton,non-Stem,1,20746,87.44
134289279201584,2022-12-17,MAN4382,Yale,non-Stem,2,16972,83.16
134289279195680,2022-12-29,MAN6382,Yale,non-Stem,3,23300,74.68
134289279193280,2022-12-27,MAN6332,Yale,non-Stem,2,22321,60.76
134289279191216,,LAW342,Wharton,non-Stem,2,27609,83.98
134289279202976,2022-07-15,CS4382,Caltech,Stem,1,18681,86.28
134289279195200,2022-11-27,LAW102,Wharton,non-Stem,2,21228,89.79
134289279203408,2022-12-14,LAW342,Wharton,non-Stem,2,24808,76.52
134289279197120,,MAN4382,Yale,non-Stem,4,17359,90.36
134289279201680,2022-10-16,LAW102,Wharton,non-Stem,4,18430,84.01
134289279198560,2022-09-24,CS6332,Caltech,Stem,2,23619,61.42
134289279203840,2022-11-28,LAW342,Wharton,non-Stem,2,16639,69.08
134289279204080,2022-10-03,CS4382,Caltech,Stem,2,20634,89.06
134289279190832,2022-12-21,CS6332,Caltech,Stem,1,23093,96.52
134289279195872,2022-06-19,LAW302,Wharton,non-Stem,1,24198,79.19
134289279201824,2022-09-06,LAW102,Wharton,non-Stem,2,18491,78.3
134289279196016,2022-09-12,CS4382,Caltech,Stem,3,28340,88.39
134289279199088,2022-08-23,MAN4382,Yale,non-Stem,1,25084,67.78
134289279197936,2022-10-09,MAN4382,Yale,non-Stem,2,20347,86.57
134289279195920,2022-08-26,MAN6382,Yale,non-Stem,2,25911,80.44
134289279198080,2022-07-22,CS6382,Caltech,Stem,2,27179,77.19
134289279195344,2022-09-08,MAN6382,Yale,non-Stem,1,20833,84.47
134289279196736,2022-12-28,MAN4382,Yale,non-Stem,2,20561,88.7
134289279191360,2022-12-21,LAW102,Wharton,non-Stem,1,19772,75.24
134289279200240,2022-07-31,CS4382,Caltech,Stem,3,17018,80.68
134289279201488,2022-08-16,CS4382,Caltech,Stem,2,17567,94.93
134289279201104,2022-10-18,CS6382,Caltech,Stem,3,17904,85.63
134289279200096,2022-12-16,MAN4382,Yale,non-Stem,1,21108,
134289279196448,2022-10-15,LAW302,Wharton,non-Stem,2,21141,79.45
134289279198464,2022-09-14,MAN6382,Yale,non-Stem,2,21625,85.03
134289279191168,2022-09-30,CS6332,Caltech,Stem,1,25371,72.44
134289279194768,2022-12-20,LAW102,Wharton,non-Stem,3,23868,92.41
134289279190976,2022-08-07,MAN6382,Yale,non-Stem,2,28374,67.31
134289279201056,2022-11-12,LAW102,Wharton,non-Stem,2,21320,86.43
134289279191264,2022-09-14,CS6332,Caltech,Stem,1,20264,85.2
134289279203072,2022-10-18,MAN4382,Yale,non-Stem,1,25271,
134289279195728,,CS6382,Caltech,Stem,1,20592,78.16
134289279191408,2022-10-29,LAW342,Wharton,non-Stem,2,20570,86.75
134289279198416,2022-09-24,CS4382,Caltech,Stem,3,20351,65.26
134289279194960,2022-04-16,MAN6332,Yale,non-Stem,2,20153,73.45
134289279204464,2022-07-17,LAW302,Wharton,non-Stem,3,19872,74.32
134289279192464,2022-11-04,LAW342,Wharton,non-Stem,2,22934,84.77
134289279194528,2022-05-30,LAW342,Wharton,non-Stem,3,24752,83.25
134289279199232,2022-07-31,LAW342,Wharton,non-Stem,2,22145,73.96
134289279192752,2022-12-25,LAW302,Wharton,non-Stem,1,,74.07
134289279197504,2022-10-07,MAN6332,Yale,non-Stem,1,24410,73.27
134289279193040,2022-10-23,LAW302,Wharton,non-Stem,1,16541,80.58
134289279193088,2022-11-02,MAN6382,Yale,non-Stem,2,18756,65.83
134289279189152,2022-12-30,LAW302,Wharton,non-Stem,1,22917,67.01
134289279203984,2022-08-21,CS6382,Caltech,Stem,2,24118,98.18
134289279189296,2022-08-04,MAN6332,Yale,non-Stem,3,26941,91.29
134289279205184,,CS6382,Caltech,Stem,1,23060,99.4
134289279201440,2022-11-01,CS4382,Caltech,Stem,2,25983,80.01
134289279199808,2022-03-26,CS6332,Caltech,Stem,2,22382,99.49
134289279204992,2022-12-20,CS6332,Caltech,Stem,1,26067,93.63
134289279192992,2022-12-09,CS4382,Caltech,Stem,2,18390,72.88
134289279194864,2022-10-16,LAW102,Wharton,non-Stem,2,,89.96
134289279204272,2022-08-17,LAW102,Wharton,non-Stem,1,,84.09
134289279198176,2022-09-02,CS6382,Caltech,Stem,1,26468,67.41
134289279190496,2022-10-07,MAN6382,Yale,non-Stem,2,27395,73.39
134290184255520,2022-12-30,CS6332,Caltech,Stem,1,16177,76.35
134290184255280,2022-08-12,CS6332,Caltech,Stem,2,18863,80.49
134290184247888,2022-09-05,CS4382,Caltech,Stem,2,18761,
134290184247024,2022-09-05,LAW342,Wharton,non-Stem,1,,
134290184257200,2022-11-06,LAW102,Wharton,non-Stem,3,22142,99.45
134290184255472,2022-12-03,CS4382,Caltech,Stem,,20753,72.95
134289264359984,2022-12-22,MAN6332,Yale,non-Stem,2,21659,64.5
134289264359888,2022-08-12,CS6332,Caltech,Stem,2,27379,80.47
134289264360032,2022-11-01,LAW302,Wharton,non-Stem,2,18686,83.94
134289264360080,2022-12-18,MAN6382,Yale,non-Stem,2,19009,86.12
134289264360128,2022-07-23,CS4382,Caltech,Stem,4,23890,90.23
134289264360176,2022-12-19,CS6382,Caltech,Stem,2,25384,94.0
134289264360224,2022-11-19,CS6382,Caltech,Stem,1,22536,67.17
134289264360272,2022-11-30,CS4382,Caltech,Stem,2,22062,73.47
134289264360320,2022-11-21,CS4382,Caltech,Stem,2,20269,61.25
134289264360368,2022-12-01,LAW342,Wharton,non-Stem,4,24080,71.89
134289264360416,2022-12-24,MAN4382,Yale,non-Stem,1,23355,80.46
134289264360464,2022-12-07,LAW102,Wharton,non-Stem,2,22920,85.38
134289264360512,2022-03-17,MAN6382,Yale,non-Stem,2,23793,71.82
134289264360560,2022-12-02,CS6382,Caltech,Stem,,20965,88.61
134289264360608,2022-09-18,CS4382,Caltech,Stem,,25612,74.98
134289264360656,2022-12-19,MAN6382,Yale,non-Stem,1,23907,86.66
134289264360704,2022-09-15,CS6332,Caltech,Stem,2,28380,88.54
134289264360752,2022-12-27,LAW302,Wharton,non-Stem,2,16095,78.29
134289264360800,2022-10-14,LAW342,Wharton,non-Stem,2,17532,72.61
134289264360848,2022-11-12,MAN4382,Yale,non-Stem,1,29725,89.34
134289264360896,2022-08-06,LAW302,Wharton,non-Stem,3,21593,98.07
134289264360944,2022-08-13,LAW102,Wharton,non-Stem,2,18179,80.07
134289264360992,2022-07-28,CS6382,Caltech,Stem,1,21008,84.47
134289264361040,2022-09-20,LAW302,Wharton,non-Stem,1,24399,72.64
134289264361088,2022-08-29,CS6382,Caltech,Stem,1,20670,89.57
134289264361136,2022-11-11,MAN6382,Yale,non-Stem,1,20067,76.22
134289264361184,2022-12-06,LAW342,Wharton,non-Stem,2,23857,69.97
134289264361232,,MAN6332,Yale,non-Stem,2,26722,78.67
134289264361280,2022-12-12,LAW302,Wharton,non-Stem,2,21797,69.09
134289264361328,2022-11-05,MAN6382,Yale,non-Stem,1,16014,69.02
134289264361376,2022-11-23,LAW102,Wharton,non-Stem,2,16399,79.13
134289264361424,2022-12-22,LAW342,Wharton,non-Stem,2,28398,86.53
134289264345152,2022-08-12,LAW342,Wharton,non-Stem,2,21352,69.3
134289264345200,2022-11-18,MAN6332,Yale,non-Stem,3,21404,86.08
134289264345248,2022-10-08,MAN6382,Yale,non-Stem,1,,85.59
134289264345296,2022-07-28,CS4382,Caltech,Stem,1,18706,79.78
134289264345344,2022-12-29,LAW102,Wharton,non-Stem,2,25021,86.1
134289264345392,2022-11-10,MAN6382,Yale,non-Stem,3,19180,90.76
134289264345440,2022-11-25,CS6382,Caltech,Stem,,27115,65.69
134289264345488,2022-09-15,CS6332,Caltech,Stem,2,25322,85.69
134289264345536,2022-12-04,CS4382,Caltech,Stem,1,16212,87.3
